fct_date,fct_mean,cnty,horizon,method,step_ahead
2022-10-16,0.0,56,2022-09-25,ARIMA_LO,3-step_ahead
2022-10-23,0.0,56,2022-09-25,ARIMA_LO,4-step_ahead
2022-10-02,4.199999999999998,25,2022-09-25,ARIMA_LO,1-step_ahead
2022-10-09,4.199999999999998,25,2022-09-25,ARIMA_LO,2-step_ahead
2022-10-16,4.199999999999998,25,2022-09-25,ARIMA_LO,3-step_ahead
2022-10-23,4.199999999999998,25,2022-09-25,ARIMA_LO,4-step_ahead
2022-10-02,11.033224857962987,35,2022-09-25,ARIMA_LO,1-step_ahead
2022-10-09,10.144337563864367,35,2022-09-25,ARIMA_LO,2-step_ahead
2022-10-16,9.32706311476634,35,2022-09-25,ARIMA_LO,3-step_ahead
2022-10-23,8.575632050802474,35,2022-09-25,ARIMA_LO,4-step_ahead
2022-10-02,12.599999999999998,39,2022-09-25,ARIMA_LO,1-step_ahead
2022-10-09,12.599999999999998,39,2022-09-25,ARIMA_LO,2-step_ahead
2022-10-16,12.599999999999998,39,2022-09-25,ARIMA_LO,3-step_ahead
2022-10-23,12.599999999999998,39,2022-09-25,ARIMA_LO,4-step_ahead
2022-10-02,14.599999999999996,37,2022-09-25,ARIMA_LO,1-step_ahead
2022-10-09,14.599999999999996,37,2022-09-25,ARIMA_LO,2-step_ahead
2022-10-16,14.599999999999996,37,2022-09-25,ARIMA_LO,3-step_ahead
2022-10-23,14.599999999999996,37,2022-09-25,ARIMA_LO,4-step_ahead
2022-10-02,5.890254955999314,26,2022-09-25,ARIMA_LO,1-step_ahead
2022-10-09,4.385674270205995,26,2022-09-25,ARIMA_LO,2-step_ahead
2022-10-16,5.583270939839124,26,2022-09-25,ARIMA_LO,3-step_ahead
2022-10-23,4.630023435960572,26,2022-09-25,ARIMA_LO,4-step_ahead
2022-10-02,7.799999999999998,31,2022-09-25,ARIMA_LO,1-step_ahead
2022-10-09,7.799999999999998,31,2022-09-25,ARIMA_LO,2-step_ahead
2022-10-16,7.799999999999998,31,2022-09-25,ARIMA_LO,3-step_ahead
2022-10-23,7.799999999999998,31,2022-09-25,ARIMA_LO,4-step_ahead
2022-11-13,109.23662229471998,53,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,119.45697932157586,53,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,127.3653645723727,53,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,132.75266722533559,53,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,178.25,22,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,191.5,22,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,204.75,22,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,218.0,22,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,8.2,02,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,8.2,02,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,8.2,02,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,8.2,02,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,217.42869439772358,04,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,265.4341354979277,04,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,289.0166378038684,04,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,293.68274802354745,04,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,275.0000000000013,24,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,330.00000000000256,24,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,385.0000000000038,24,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,440.00000000000506,24,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,1106.1056585316303,48,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,1149.1559862542986,48,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,1183.4099028930846,48,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,1210.6647663788067,48,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,331.66800478978166,36,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,378.2080448891256,36,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,416.43023641472337,36,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,447.82118326180364,36,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,188.95721922191242,45,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,123.84072201529655,45,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,98.90891933705551,45,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,78.99642512755844,45,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,18.217203780817712,10,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,18.17575807596421,10,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,16.4706931130937,10,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,13.69455051469241,10,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,442.7569731101622,34,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,521.3933162990315,34,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,543.0700371879734,34,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,510.4935078059034,34,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,39.715607454061576,55,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,37.21843990660454,55,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,34.87828483257588,55,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,32.685269880063444,55,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,7.999999999999997,49,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,7.999999999999997,49,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,7.999999999999997,49,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,7.999999999999997,49,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,352.9906666356648,47,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,377.8749899360478,47,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,394.17450771120224,47,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,404.8508791959951,47,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,344.4132262251899,05,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,470.3125188436482,05,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,604.7053464787823,05,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,744.4474090187291,05,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,59.575827453566006,11,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,66.17982879480812,11,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,73.36948068257679,11,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,75.9728484088307,11,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,10827.340900005483,US,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,12567.007841805591,US,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,13942.559817309948,US,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,14973.534315354367,US,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,539.5479356889282,12,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,663.4476097252146,12,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,703.7715209395781,12,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,781.5807112819092,12,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,8.937134880142787,23,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,7.987237986586484,23,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,7.138302320592352,23,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,6.379597065437013,23,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,333.1227656367467,17,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,391.7995045526392,17,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,428.98923718766287,17,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,447.44642954236684,17,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,257.0,13,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,277.0,13,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,297.0,13,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,317.0,13,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,0.5999999995498957,50,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,0.5999999995498957,50,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,0.5999999995498957,50,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,0.5999999995498957,50,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,290.39271342538973,27,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,398.5462673546869,27,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,478.0520004496814,27,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,531.0646333933886,27,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,283.4517636330519,21,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,285.9274186027659,21,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,262.1035677915237,21,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,228.91643479817,21,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,189.0522355283064,28,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,142.64093199627666,28,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,116.32117902533344,28,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,94.88717182582522,28,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,32.16666666666668,32,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,32.16666666666668,32,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,32.16666666666668,32,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,32.16666666666668,32,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,447.064422713388,42,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,604.0227299236464,42,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,702.3629899451606,42,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,865.5386642706396,42,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,1300.445331030127,06,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,1689.1918807723794,06,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,1924.198564561031,06,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,1968.6830289138145,06,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,6.1999999999999975,16,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,6.1999999999999975,16,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,6.1999999999999975,16,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,6.1999999999999975,16,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,8.602509338723177,38,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,7.400316692281947,38,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,6.366129345486447,38,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,5.476468714606683,38,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,47.99999999999999,40,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,47.99999999999999,40,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,47.99999999999999,40,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,47.99999999999999,40,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,125.95814423100984,54,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,122.53522590887262,54,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,110.70371409295902,54,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,94.59922361498914,54,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,118.32856250202377,29,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,138.77863926965395,29,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,142.12545324649096,29,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,152.61449155492676,29,2022-11-06,ARIMA_LO,4-step_ahead
2022-11-13,53.88162930015507,08,2022-11-06,ARIMA_LO,1-step_ahead
2022-11-20,51.84339242927373,08,2022-11-06,ARIMA_LO,2-step_ahead
2022-11-27,49.88225808101059,08,2022-11-06,ARIMA_LO,3-step_ahead
2022-12-04,47.99530961742281,08,2022-11-06,ARIMA_LO,4-step_ahead
