state,2019-12-29,2020-01-05,2020-01-12,2020-01-19,2020-01-26,2020-02-02,2020-02-09,2020-02-16,2020-02-23,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,15.0,25.0,22.0,5.0,9.0,15.0,21.0,21.0,17.0,23.0,32.0,26.0,29.0,19.0,17.0,25.0,27.0,16.0,20.0,32.0,20.0,16.0,18.0,21.0,15.0,9.0,22.0,4.0,15.0,7.0,12.0,6.0,4.0,2.0,13.0,2.0,5.0,12.0,9.0,13.0,14.0,17.0,13.0,27.0,28.0,17.0,18.0,22.0,4.0,9.0,21.0,22.0,24.0,32.0,22.0,21.0,39.0,52.0,48.0,48.0,69.0,37.0,31.0,51.0,35.0,45.0,38.0,45.0,35.0,28.0,37.0,34.0,33.0,46.0,31.0,41.0,44.0,41.0,43.0,43.0,49.0,64.0,63.0,38.0,36.0,26.0,34.0,23.0,26.0,26.0,33.0,31.0,13.0,19.0,17.0,22.0,38.0,36.0,39.0,54.0,87.0,113.0,119.0,176.0,217.0,250.0,206.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,10.0,6.0,4.0,1.0,4.0,10.0,9.0,4.0,3.0,4.0,6.0,4.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,6.0,4.0,6.0,8.0,25.0,15.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,24.0,2.0,6.0,5.0,7.0,2.0,4.0,4.0,5.0,3.0,6.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,10.0,3.0,11.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,2.0,5.0,13.0,15.0,11.0,12.0,7.0,17.0,52.0,44.0,62.0,57.0,61.0,43.0,42.0,37.0,21.0,28.0,20.0,15.0,21.0,17.0,10.0,6.0,5.0,10.0,5.0,7.0,4.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,7.0,5.0,5.0,7.0,10.0,19.0,16.0,23.0,35.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,6.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,15.0,15.0,15.0,21.0,17.0,19.0,14.0,15.0,15.0,16.0,13.0,7.0,11.0,6.0,6.0,3.0,3.0,4.0,4.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,20.0,14.0,62.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,5.0,13.0,4.0,3.0,2.0,6.0,11.0,19.0,4.0,6.0,6.0,13.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,17.0,13.0,7.0,6.0,3.0,2.0,2.0,7.0,2.0,3.0,1.0,3.0,5.0,6.0,3.0,10.0,6.0,9.0,5.0,6.0,5.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,6.0,2.0,2.0,2.0,5.0,8.0,6.0,23.0,25.0,28.0,27.0,49.0,26.0,42.0,18.0,7.0,16.0,9.0,26.0,26.0,21.0,39.0,74.0,105.0,100.0,103.0,92.0,126.0,99.0,114.0,128.0,93.0,49.0,41.0,18.0,23.0,18.0,11.0,9.0,14.0,3.0,12.0,13.0,12.0,14.0,15.0,10.0,3.0,5.0,16.0,11.0,11.0,31.0,45.0,104.0,181.0,276.0,400.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,7.0,5.0,3.0,8.0,10.0,13.0,18.0,6.0,10.0,9.0,10.0,11.0,9.0,9.0,6.0,3.0,18.0,8.0,8.0,56.0,13.0,13.0,15.0,8.0,2.0,4.0,9.0,2.0,9.0,5.0,2.0,13.0,3.0,8.0,11.0,10.0,29.0,30.0,26.0,33.0,21.0,21.0,12.0,14.0,25.0,12.0,12.0,11.0,7.0,19.0,15.0,9.0,18.0,18.0,33.0,37.0,49.0,121.0,96.0,60.0,46.0,28.0,33.0,36.0,34.0,61.0,42.0,72.0,106.0,124.0,125.0,113.0,117.0,81.0,66.0,73.0,47.0,42.0,44.0,33.0,25.0,13.0,23.0,21.0,17.0,12.0,11.0,7.0,18.0,11.0,7.0,10.0,15.0,22.0,27.0,26.0,34.0,33.0,51.0,57.0,72.0,102.0,149.0,141.0,236.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,3.0,4.0,5.0,6.0,5.0,25.0,2.0,16.0,9.0,7.0,2.0,16.0,1.0,3.0,5.0,10.0,5.0,21.0,0.0,2.0,6.0,7.0,7.0,9.0,5.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,1.0,4.0,4.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,5.0,9.0,11.0,11.0,2.0,0.0,8.0,5.0,5.0,4.0,8.0,16.0,22.0,33.0,47.0,34.0,18.0,7.0,11.0,20.0,25.0,38.0,32.0,45.0,32.0,44.0,28.0,34.0,21.0,30.0,20.0,15.0,10.0,8.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,5.0,5.0,7.0,16.0,20.0,37.0,49.0,74.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,14.0,10.0,9.0,18.0,17.0,16.0,41.0,23.0,9.0,7.0,7.0,9.0,21.0,6.0,7.0,5.0,35.0,19.0,3.0,7.0,6.0,2.0,6.0,3.0,3.0,3.0,2.0,1.0,12.0,5.0,4.0,1.0,1.0,1.0,0.0,5.0,0.0,4.0,5.0,5.0,3.0,9.0,2.0,4.0,3.0,4.0,5.0,2.0,8.0,6.0,2.0,7.0,6.0,7.0,11.0,6.0,5.0,7.0,9.0,11.0,10.0,5.0,19.0,23.0,23.0,15.0,15.0,20.0,28.0,20.0,35.0,43.0,39.0,65.0,88.0,92.0,87.0,90.0,64.0,41.0,45.0,24.0,25.0,25.0,7.0,16.0,4.0,7.0,9.0,3.0,7.0,9.0,6.0,6.0,6.0,6.0,19.0,3.0,11.0,3.0,10.0,23.0,15.0,66.0,139.0,227.0,311.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,5.0,5.0,15.0,8.0,12.0,5.0,3.0,2.0,8.0,12.0,4.0,5.0,4.0,7.0,8.0,4.0,1.0,5.0,3.0,8.0,1.0,7.0,3.0,3.0,1.0,4.0,7.0,9.0,8.0,10.0,3.0,5.0,10.0,11.0,1.0,16.0,17.0,7.0,0.0,12.0,4.0,2.0,4.0,6.0,8.0,7.0,13.0,7.0,1.0,8.0,6.0,1.0,7.0,18.0,30.0,35.0,44.0,59.0,25.0,11.0,7.0,10.0,24.0,22.0,40.0,36.0,31.0,31.0,50.0,42.0,46.0,28.0,41.0,40.0,19.0,24.0,20.0,17.0,10.0,16.0,21.0,14.0,8.0,4.0,3.0,5.0,15.0,2.0,5.0,7.0,6.0,10.0,6.0,19.0,18.0,23.0,38.0,43.0,82.0,97.0,188.0,170.0,167.0,174.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,0.0,3.0,2.0,2.0,4.0,7.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,7.0,3.0,0.0,4.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,3.0,7.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,7.0,4.0,8.0,5.0,5.0,10.0,10.0,12.0,21.0,25.0,26.0,38.0,63.0,56.0,50.0,55.0,39.0,37.0,37.0,54.0,30.0,14.0,34.0,44.0,44.0,100.0,156.0,166.0,188.0,182.0,184.0,172.0,145.0,86.0,50.0,47.0,13.0,17.0,8.0,15.0,14.0,12.0,5.0,11.0,9.0,3.0,12.0,7.0,4.0,2.0,4.0,4.0,8.0,7.0,8.0,14.0,31.0,43.0,73.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,2.0,2.0,14.0,11.0,3.0,4.0,3.0,0.0,12.0,1.0,5.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,2.0,12.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,5.0,6.0,7.0,4.0,8.0,3.0,5.0,9.0,5.0,34.0,31.0,10.0,9.0,17.0,4.0,9.0,11.0,8.0,15.0,17.0,21.0,18.0,30.0,28.0,31.0,57.0,48.0,43.0,57.0,46.0,61.0,46.0,32.0,18.0,20.0,23.0,22.0,13.0,15.0,5.0,5.0,5.0,3.0,5.0,10.0,5.0,1.0,3.0,8.0,3.0,9.0,21.0,25.0,49.0,109.0,165.0,226.0,208.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,3.0,7.0,4.0,2.0,3.0,2.0,1.0,3.0,10.0,11.0,15.0,28.0,23.0,10.0,41.0,31.0,16.0,12.0,15.0,5.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,11.0,10.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,11.0,14.0,11.0,5.0,9.0,7.0,10.0,9.0,8.0,3.0,8.0,5.0,4.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,7.0,13.0,11.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,7.0,4.0,3.0,3.0,0.0,1.0,6.0,6.0,28.0,27.0,58.0,56.0,68.0,102.0,57.0,46.0,31.0,31.0,32.0,40.0,52.0,55.0,82.0,92.0,131.0,125.0,173.0,176.0,139.0,147.0,140.0,174.0,184.0,133.0,89.0,57.0,39.0,19.0,18.0,9.0,12.0,6.0,7.0,4.0,0.0,5.0,0.0,2.0,1.0,10.0,3.0,5.0,4.0,13.0,14.0,17.0,46.0,59.0,90.0,186.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,5.0,8.0,18.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,15.0,28.0,42.0,75.0,112.0,103.0,61.0,43.0,18.0,23.0,19.0,28.0,19.0,31.0,35.0,29.0,37.0,34.0,24.0,28.0,36.0,29.0,30.0,15.0,12.0,14.0,4.0,5.0,9.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,11.0,7.0,11.0,43.0,85.0,182.0,261.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,11.0,11.0,14.0,14.0,8.0,18.0,9.0,8.0,18.0,12.0,13.0,13.0,6.0,13.0,20.0,13.0,7.0,1.0,12.0,2.0,3.0,9.0,11.0,13.0,6.0,3.0,6.0,2.0,3.0,0.0,15.0,0.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,4.0,5.0,1.0,6.0,1.0,13.0,6.0,11.0,8.0,15.0,31.0,39.0,53.0,85.0,126.0,74.0,74.0,50.0,54.0,56.0,42.0,60.0,57.0,77.0,67.0,96.0,84.0,97.0,78.0,78.0,70.0,59.0,68.0,39.0,37.0,20.0,33.0,19.0,24.0,18.0,14.0,15.0,14.0,18.0,14.0,22.0,17.0,11.0,6.0,10.0,4.0,6.0,7.0,14.0,6.0,12.0,23.0,56.0,71.0,115.0,195.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,11.0,15.0,7.0,11.0,10.0,12.0,11.0,17.0,3.0,37.0,32.0,17.0,10.0,9.0,10.0,17.0,6.0,12.0,19.0,8.0,8.0,7.0,14.0,2.0,10.0,3.0,10.0,12.0,16.0,10.0,10.0,13.0,9.0,9.0,7.0,1.0,6.0,6.0,3.0,0.0,4.0,5.0,19.0,19.0,5.0,2.0,3.0,1.0,3.0,6.0,14.0,3.0,6.0,10.0,10.0,18.0,22.0,8.0,19.0,32.0,54.0,35.0,36.0,17.0,14.0,22.0,22.0,27.0,31.0,34.0,32.0,36.0,38.0,20.0,34.0,23.0,20.0,26.0,21.0,30.0,27.0,22.0,23.0,13.0,19.0,19.0,17.0,24.0,18.0,24.0,17.0,21.0,13.0,16.0,15.0,19.0,22.0,32.0,20.0,35.0,58.0,70.0,90.0,165.0,255.0,258.0,249.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,17.0,21.0,13.0,13.0,5.0,10.0,13.0,9.0,15.0,19.0,15.0,17.0,21.0,36.0,18.0,18.0,19.0,17.0,21.0,11.0,7.0,14.0,22.0,10.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,12.0,16.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,4.0,8.0,16.0,13.0,9.0,7.0,9.0,16.0,18.0,11.0,13.0,3.0,11.0,8.0,13.0,10.0,5.0,2.0,5.0,5.0,3.0,0.0,8.0,15.0,61.0,105.0,30.0,13.0,11.0,6.0,6.0,10.0,5.0,7.0,5.0,3.0,8.0,8.0,10.0,5.0,15.0,10.0,4.0,6.0,15.0,11.0,8.0,14.0,14.0,24.0,36.0,48.0,38.0,4.0,3.0,24.0,22.0,42.0,45.0,98.0,180.0,174.0,114.0,47.0,25.0,30.0,32.0,32.0,36.0,54.0,52.0,15.0,25.0,37.0,45.0,53.0,56.0,60.0,51.0,47.0,54.0,34.0,30.0,45.0,73.0,48.0,41.0,19.0,41.0,41.0,8.0,2.0,12.0,13.0,13.0,8.0,14.0,17.0,13.0,21.0,22.0,32.0,79.0,211.0,279.0,371.0,389.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,6.0,3.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,5.0,7.0,3.0,7.0,14.0,46.0,39.0,31.0,22.0,13.0,16.0,5.0,5.0,0.0,2.0,6.0,4.0,5.0,3.0,5.0,7.0,5.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0,10.0,12.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,6.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,18.0,13.0,30.0,45.0,32.0,24.0,19.0,29.0,30.0,29.0,34.0,36.0,60.0,39.0,70.0,50.0,22.0,35.0,29.0,19.0,14.0,4.0,4.0,7.0,3.0,9.0,6.0,3.0,7.0,8.0,8.0,4.0,1.0,4.0,2.0,0.0,7.0,8.0,8.0,4.0,7.0,9.0,11.0,22.0,9.0,14.0,16.0,28.0,21.0,34.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,6.0,11.0,5.0,8.0,2.0,10.0,5.0,1.0,1.0,11.0,7.0,4.0,3.0,17.0,8.0,9.0,9.0,16.0,19.0,32.0,30.0,26.0,15.0,14.0,10.0,8.0,4.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0
