data,ARIMA_LO,lstm,EnKF,phase-model,ES_LO
a,540.5185149212448,154.15943462263567,1175.5037626710905,16.11253021511402,558.4203132665916
b,1.0061164453783502,2.0049445656998257,0.8856673793152422,1.932754792704498,0.9855941702289954
